28710,4.458
1.4959e+09,9.1749
4.2563e+05,5.629
5.7817e+08,8.7621
127.61,2.1059
1.4949e+05,5.1746
21.118,1.3247
86.16,1.9353
8593.9,3.9342
13972,4.1453
76.552,1.884
3.689e+07,7.5669
3.701e+06,6.5683
1.3847e+06,6.1414
7.9072e+07,7.898
8.7317e+06,6.9411
9.4758e+09,9.9766
99.873,1.9994
1.8998e+05,5.2787
5.5657,0.74552
5.3622e+09,9.7293
56.965,1.7556
2.3383e+07,7.3689
7.4497e+07,7.8721
1283.9,3.1085
73.3,1.8651
485.71,2.6864
381.87,2.5819
3.1895e+06,6.5037
6.5241,0.81452
1.0803e+07,7.0335
1088.8,3.0369
1.2738e+08,8.1051
3.2696e+09,9.5145
1.3976e+08,8.1454
9.886e+05,5.995
2920,3.4654
70.15,1.846
3572.4,3.553
66744,4.8244
2.301e+05,5.3619
3.676e+06,6.5654
19.295,1.2854
2.5823e+07,7.412
79831,4.9022
28.154,1.4495
218.13,2.3387
2.7253e+07,7.4354
15.916,1.2018
60144,4.7792
16.888,1.2276
1.2417e+09,9.094
15465,4.1893
1.5013e+06,6.1765
2.0841e+09,9.3189
2.8574e+07,7.456
1.1582e+08,8.0638
4.085,0.61119
1174.3,3.0698
4.8787e+05,5.6883
7.8911e+09,9.8971
1.2436e+09,9.0947
88.127,1.9451
4.9483e+07,7.6945
20083,4.3028
2.1e+09,9.3222
1.1846,0.073577
2.5298e+05,5.4031
1495.8,3.1749
2.0619e+07,7.3143
9.0787e+05,5.958
7176.7,3.8559
4.811e+09,9.6822
7.6376e+08,8.883
18.615,1.2699
9.8588e+05,5.9938
5.3854e+09,9.7312
1.9935e+09,9.2996
3.0254e+09,9.4808
2748.1,3.439
1.2303e+07,7.09
1.3548,0.13186
5.562e+09,9.7452
24.996,1.3979
4.5616e+05,5.6591
49186,4.6918
4.6545e+08,8.6679
3.5884e+09,9.5549
3.6035,0.55673
1.2797e+08,8.1071
3.0154e+08,8.4793
6.0062e+06,6.7786
185.79,2.269
2.8944e+08,8.4616
11197,4.0491
1.361,0.13387
9.4659e+07,7.9762
31503,4.4983
2.4179e+05,5.3834
16320,4.2127
1.4244e+06,6.1536
28.942,1.4615
79.076,1.898
17844,4.2515
96.771,1.9857
2.2381e+08,8.3499
3.1193e+09,9.4941
1.7229e+07,7.2363
4.2462e+05,5.628
1.6499e+05,5.2175
6.2037e+06,6.7926
1.2533,0.09806
2.5357e+05,5.4041
1.5135,0.17998
5.8087e+07,7.7641
8.3513e+07,7.9218
13279,4.1232
7.4125e+08,8.87
1.0123e+07,7.0053
1.2868e+06,6.1095
143.49,2.1568
53786,4.7307
47695,4.6785
327.53,2.5152
7.216e+05,5.8583
1.1506e+09,9.0609
71.342,1.8533
2.377e+05,5.376
4.9166,0.69167
21790,4.3383
16866,4.227
4.0323e+06,6.6055
1.4408e+06,6.1586
5.9441e+07,7.7741
25137,4.4003
22405,4.3504
4.4482e+05,5.6482
1.6091e+06,6.2066
1.4451e+05,5.1599
2.7627e+09,9.4413
45253,4.6556
2.0878e+05,5.3197
45965,4.6624
5.5398e+09,9.7435
76858,4.8857
1.1939,0.076952
1.6039e+08,8.2052
3059.1,3.4856
5.1692e+09,9.7134
3734,3.5722
4.0885e+05,5.6116
13.319,1.1245
3.6011e+05,5.5564
2.4845,0.39524
2.8565,0.45583
4.3296e+07,7.6364
4.2541e+07,7.6288
1.1712e+09,9.0686
6.9528e+09,9.8422
746.56,2.8731
19014,4.2791
2.8281e+08,8.4515
2.7928e+09,9.446
127.4,2.1052
441.97,2.6454
1.4444e+05,5.1597
20439,4.3105
4.3809e+05,5.6416
3.1088e+06,6.4926
16309,4.2124
5.4484e+09,9.7363
3.2957e+08,8.5179
6.59e+05,5.8189
34.547,1.5384
1.0178e+05,5.0077
7.32e+07,7.8645
5.212e+09,9.717
4.6284e+06,6.6654
1.7223,0.23611
3.4796,0.54153
5588.3,3.7473
3765.1,3.5758
3.1926e+06,6.5041
115.49,2.0625
2.9318e+08,8.4671
201.17,2.3036
49443,4.6941
68.05,1.8328
950.86,2.9781
265.22,2.4236
4.7169e+09,9.6737
1.8943e+05,5.2774
4.6088e+07,7.6636
4.4202e+05,5.6454
4268.8,3.6303
8.065e+05,5.9066
4.2098e+08,8.6243
2174.2,3.3373
97151,4.9874
1.5166e+09,9.1809
66653,4.8238
2.213e+08,8.345
74156,4.8701
18.28,1.262
1.921e+08,8.2835
9.33e+06,6.9699
3.4979e+06,6.5438
166.28,2.2208
984.91,2.9934
4.2352,0.62687
2.9908e+09,9.4758
84.897,1.9289
3.4925,0.54314
2.9427e+08,8.4687
6.7564e+06,6.8297
253.13,2.4034
9.9469e+07,7.9977
22186,4.3461
619.68,2.7922
3.5376e+05,5.5487
62.069,1.7929
2.9333e+05,5.4674
1.4334,0.15638
25208,4.4015
8.1452e+07,7.9109
4.222e+06,6.6255
3377.9,3.5286
32.675,1.5142
3.2842e+07,7.5164
3.2232e+09,9.5083
2.9152e+08,8.4647
2.3781e+07,7.3762
2.0663e+07,7.3152
3467.9,3.5401
5.6503e+05,5.7521
6.8593,0.83628
30810,4.4887
10.873,1.0363
29453,4.4691
3.1574,0.49933
4668,3.6691
41.31,1.6161
6.9442e+05,5.8416
3.5708e+09,9.5528
2.8146e+06,6.4494
27885,4.4454
3.4696e+05,5.5403
1.9613e+05,5.2926
3.8613,0.58673
3.0946e+06,6.4906
2.459e+09,9.3908
26.243,1.419
1.7058e+09,9.2319
7.3406e+08,8.8657
642.15,2.8076
1823.8,3.261
1.8772e+05,5.2735
6.1965e+07,7.7921
252.95,2.403
1.4484e+08,8.1609
5283.7,3.7229
3.4462,0.53734
1.8454,0.2661
444.65,2.648
8.3955e+05,5.924
52413,4.7194
6.4816e+08,8.8117
3.829e+07,7.5831
87341,4.9412
9.9229e+07,7.9966
14.384,1.1579
2.4275e+08,8.3852
2.5472e+09,9.4061
3.9548e+09,9.5971
1949.7,3.29
60656,4.7829
26220,4.4186
1.648e+07,7.217
2.6745,0.42724
3.2406e+09,9.5106
2.5181,0.40107
15.404,1.1876
4.583e+05,5.6611
12016,4.0798
18.519,1.2676
1643.5,3.2158
8.8623e+06,6.9475
4.2996e+06,6.6334
107.45,2.0312
1.805e+08,8.2565
3.238e+09,9.5103
3.1317e+05,5.4958
6.1678e+08,8.7901
6.2471e+09,9.7957
1.6179e+08,8.209
2.2698e+08,8.356
1649.1,3.2172
2.0506e+09,9.3119
1046.7,3.0198
4.0658e+06,6.6091
4.7966e+05,5.6809
1.1258e+07,7.0514
1.5338e+05,5.1858
5534.5,3.7431
5277.2,3.7224
8.7132,0.94018
29129,4.4643
1.4631,0.16527
837.72,2.9231
10427,4.0181
9.1607e+06,6.9619
72.27,1.859
2.5193e+06,6.4013
4.7078e+08,8.6728
7.785,0.89126
5.6398e+06,6.7513
1.0289,0.012367
1.0251e+08,8.0108
9.9176e+05,5.9964
4.4862e+05,5.6519
1.3824e+06,6.1406
2.2736e+08,8.3567
41.218,1.6151
239.97,2.3802
1.2964e+06,6.1127
3684.9,3.5664
5004,3.6993
83.382,1.9211
8.3536,0.92187
75409,4.8774
2.473e+08,8.3932
4.262e+06,6.6296
331.71,2.5208
3.6789e+06,6.5657
3.7111e+08,8.5695
8.6889,0.93896
36733,4.5651
2.6128e+08,8.4171
74.831,1.8741
7.7644e+06,6.8901
2.3711e+06,6.3749
2.8163e+09,9.4497
327.26,2.5149
3.2713e+05,5.5147
4.9306e+07,7.6929
4.2854e+09,9.632
8.8418e+08,8.9465
9.1895e+08,8.9633
4.0813e+05,5.6108
1768.7,3.2476
3.4582e+08,8.5388
1.5962,0.2031
2.5783e+08,8.4113
7.3329e+09,9.8653
13.61,1.1339
2.8844e+05,5.4601
9.2912,0.96807
6.02e+08,8.7796
8.7349,0.94126
22838,4.3587
23.909,1.3786
5.1097e+09,9.7084
1.077e+09,9.0322
14.386,1.1579
6966.4,3.843
9.9488e+05,5.9978
11131,4.0465
42311,4.6265
3.5751e+09,9.5533
30.132,1.479
2.84e+08,8.4533
6.4223e+07,7.8077
2.6603e+09,9.4249
1.9449,0.28891
2700,3.4314
1.279,0.10687
2.6648e+07,7.4257
1.5795,0.19853
264.71,2.4228
1900.1,3.2788
1.4338e+08,8.1565
3.9117e+07,7.5924
3.2761e+09,9.5154
479.29,2.6806
53.778,1.7306
19880,4.2984
4.5711e+06,6.66
9.2043e+05,5.964
7.0967e+08,8.8511
3.1681e+08,8.5008
5.9426e+08,8.774
1.899e+06,6.2785
1188.8,3.0751
1.8639,0.27043
21.676,1.336
5177.1,3.7141
24.599,1.3909
183.51,2.2637
1371.4,3.1372
2.5304e+09,9.4032
119.75,2.0783
4892.6,3.6895
1.1659,0.066653
55117,4.7413
4.6108e+06,6.6638
4.9687e+09,9.6962
1.9943,0.29979
2.9237e+07,7.4659
556.35,2.7453
99.907,1.9996
4.4949e+08,8.6527
1.0813e+07,7.034
3.9468e+08,8.5962
1.4858e+06,6.172
6.5085e+09,9.8135
3.9379e+07,7.5953
2.666,0.42586
1.0355,0.01515
